phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
C3_BREAST_ERPLUS_EXALLC	Malignant neoplasm of breast, HER-positive (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	12081	201226	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_BREAST_ERPLUS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_BREAST_ERPLUS_EXALLC.gz
C3_BREAST_EXALLC	Malignant neoplasm of breast (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	20586	201494	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_BREAST_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_BREAST_EXALLC.gz
C3_BRONCHUS_LUNG_EXALLC	Malignant neoplasm of bronchus and lung (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	7497	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_BRONCHUS_LUNG_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_BRONCHUS_LUNG_EXALLC.gz
C3_CANCER_EXALLC	Malignant neoplasm (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	100190	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_CANCER_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_CANCER_EXALLC.gz
C3_CERVIX_ADENO_EXALLC	Adenocarcinomas of cervix (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	146	201494	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_CERVIX_ADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_CERVIX_ADENO_EXALLC.gz
C3_CERVIX_SQUAM_EXALLC	Squamous cell neoplasms and carcinoma of cervix (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	212	201494	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_CERVIX_SQUAM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_CERVIX_SQUAM_EXALLC.gz
C3_CERVIX_UTERI_EXALLC	Malignant neoplasm of cervix uteri (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	490	201494	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_CERVIX_UTERI_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_CERVIX_UTERI_EXALLC.gz
C3_CHONDROSARCOMA_EXALLC	Chondrosarcoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	92	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_CHONDROSARCOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_CHONDROSARCOMA_EXALLC.gz
C3_CLL_EXALLC	Chronic lymphocytic leukaemia (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	851	345110	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_CLL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_CLL_EXALLC.gz
C3_CML_EXALLC	Chronic myeloid leukaemia (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	134	345117	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_CML_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_CML_EXALLC.gz
C3_COLON_ADENO_EXALLC	Colon adenocarcinoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	4147	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_COLON_ADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_COLON_ADENO_EXALLC.gz
C3_COLON_EXALLC	Malignant neoplasm of colon (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	5284	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_COLON_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_COLON_EXALLC.gz
C3_COLORECTAL_ADENO_EXALLC	Colorectal adenocarcinoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	7284	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_COLORECTAL_ADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_COLORECTAL_ADENO_EXALLC.gz
C3_COLORECTAL_EXALLC	Colorectal cancer (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	8801	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_COLORECTAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_COLORECTAL_EXALLC.gz
C3_COLORECTAL_NEUROENDO_EXALLC	Colorectal neuroendocrine tumor and carcinoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	428	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_COLORECTAL_NEUROENDO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_COLORECTAL_NEUROENDO_EXALLC.gz
C3_CORPUS_UTERI_EXALLC	Malignant neoplasm of corpus uteri (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2677	201494	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_CORPUS_UTERI_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_CORPUS_UTERI_EXALLC.gz
C3_DLBCL_EXALLC	Diffuse large B-cell lymphoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1373	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_DLBCL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_DLBCL_EXALLC.gz
C3_EPENDYDOMA_EXALLC	Ependymoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	51	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_EPENDYDOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_EPENDYDOMA_EXALLC.gz
C3_EYE_ADNEXA_EXALLC	Malignant neoplasm of eye and adnexa (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	256	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_EYE_ADNEXA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_EYE_ADNEXA_EXALLC.gz
C3_FIBROSARCOMA_EXALLC	Fibrosarcoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	216	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_FIBROSARCOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_FIBROSARCOMA_EXALLC.gz
C3_GASTRINT_STROM_EXALLC	Gastrointestinal stromal tumor and sarcoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	328	345069	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_GASTRINT_STROM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_GASTRINT_STROM_EXALLC.gz
C3_GBM_ASTROCYTOMA_EXALLC	Brain glioblastoma and astrocytoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	508	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_GBM_ASTROCYTOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_GBM_ASTROCYTOMA_EXALLC.gz
C3_GBM_EXALLC	Brain glioblastoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	378	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_GBM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_GBM_EXALLC.gz
C3_HEAD_AND_NECK_EXALLC	Malignant neoplasm of head and neck (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2819	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_HEAD_AND_NECK_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_HEAD_AND_NECK_EXALLC.gz
C3_HEPATOCELLU_CARC_EXALLC	Hepatocellular carcinoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	609	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_HEPATOCELLU_CARC_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_HEPATOCELLU_CARC_EXALLC.gz
C3_HYPOPHARYNX_EXALLC	Malignant neoplasm of hypopharynx (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	124	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_HYPOPHARYNX_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_HYPOPHARYNX_EXALLC.gz
C3_KAPOSI_SARCOMA_EXALLC	Kaposi sarcoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	50	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_KAPOSI_SARCOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_KAPOSI_SARCOMA_EXALLC.gz
C3_KIDNEY_CHROMOPHOBE_EXALLC	Chromophobe cell carcinoma of kidney (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	143	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_KIDNEY_CHROMOPHOBE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_KIDNEY_CHROMOPHOBE_EXALLC.gz
C3_KIDNEY_CLEAR_CELL_CARCINOMA_EXALLC	Clear cell adenocarcinoma of kidney (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1354	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_KIDNEY_CLEAR_CELL_CARCINOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_KIDNEY_CLEAR_CELL_CARCINOMA_EXALLC.gz
C3_KIDNEY_NOTRENALPELVIS_EXALLC	Malignant neoplasm of kidney, except renal pelvis (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3009	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_KIDNEY_NOTRENALPELVIS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_KIDNEY_NOTRENALPELVIS_EXALLC.gz
C3_KIDNEY_PAPILLARYADENO_EXALLC	Adenocarcinoma and Papillary adenocarcinoma of kidney (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	303	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_KIDNEY_PAPILLARYADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_KIDNEY_PAPILLARYADENO_EXALLC.gz
C3_LEIOMYOSARCOMA_EXALLC	Leiomyosarcoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	210	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_LEIOMYOSARCOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_LEIOMYOSARCOMA_EXALLC.gz
C3_LIPOSARCOMA_EXALLC	Liposarcoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	208	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_LIPOSARCOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_LIPOSARCOMA_EXALLC.gz
C3_LIP_EXALLC	Malignant neoplasm of lip (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	246	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_LIP_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_LIP_EXALLC.gz
C3_LUNG_NEUROENDO_EXALLC	Neuroendocrine tumor and carcinoma of lung (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	229	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_LUNG_NEUROENDO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_LUNG_NEUROENDO_EXALLC.gz
C3_LUNG_NONSMALL_EXALLC	Non-small cell lung cancer (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	5820	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_LUNG_NONSMALL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_LUNG_NONSMALL_EXALLC.gz
C3_MACROGLOBULINEMIA_EXALLC	Waldenstrom macroglobulinemia, lymphoplasmacytic lymphoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	120	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_MACROGLOBULINEMIA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_MACROGLOBULINEMIA_EXALLC.gz
C3_MANTLE_CELL_LYMPHOMA_EXALLC	Mantle cell lymphoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	267	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_MANTLE_CELL_LYMPHOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_MANTLE_CELL_LYMPHOMA_EXALLC.gz
C3_MARGINAL_ZONE_LYMPHOMA_EXALLC	Marginal zone B-cell lymphoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	256	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_MARGINAL_ZONE_LYMPHOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_MARGINAL_ZONE_LYMPHOMA_EXALLC.gz
C3_MELANOMA_EXALLC	Malignant melanoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	5122	344792	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_MELANOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_MELANOMA_EXALLC.gz
C3_MELANOMA_SKIN_EXALLC	Malignant melanoma of skin (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3932	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_MELANOMA_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_MELANOMA_SKIN_EXALLC.gz
C3_MENINGIOMA_EXALLC	Brain meningioma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1605	344132	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_MENINGIOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_MENINGIOMA_EXALLC.gz
C3_MESOTHELIOMA_EXALLC	Mesothelioma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	390	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_MESOTHELIOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_MESOTHELIOMA_EXALLC.gz
C3_MULT_MYELOMA_EXALLC	Multiple myeloma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	787	345105	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_MULT_MYELOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_MULT_MYELOMA_EXALLC.gz
C3_MYELODYSP_SYNDR_EXALLC	Myelodysplastic syndrome (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	261	344993	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_MYELODYSP_SYNDR_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_MYELODYSP_SYNDR_EXALLC.gz
C3_NASAL_CAVITY_SINUSES_EXALLC	Malignant neoplasm of nasal cavity and sinuses (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	193	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_NASAL_CAVITY_SINUSES_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_NASAL_CAVITY_SINUSES_EXALLC.gz
C3_NASOPHARYNX_EXALLC	Malignant neoplasm of nasopharynx (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	89	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_NASOPHARYNX_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_NASOPHARYNX_EXALLC.gz
C3_NONHODGKIN_EXALLC	Non-Hodgkin lymphoma, all (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1196	345117	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_NONHODGKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_NONHODGKIN_EXALLC.gz
C3_NSCLC_ADENO_EXALLC	Non-small cell lung cancer, adenocarcinoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2064	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_NSCLC_ADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_NSCLC_ADENO_EXALLC.gz
C3_NSCLC_SQUAM_EXALLC	Non-small cell lung cancer, squamous (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1787	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_NSCLC_SQUAM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_NSCLC_SQUAM_EXALLC.gz
C3_OESOPHAGUS_EXALLC	Malignant neoplasm of oesophagus (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	763	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_OESOPHAGUS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_OESOPHAGUS_EXALLC.gz
C3_ORALCAVITY_EXALLC	Malignant neoplasm of oral cavity (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1066	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_ORALCAVITY_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_ORALCAVITY_EXALLC.gz
C3_OSTEOSARCOMA_EXALLC	Osteosarcoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	69	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_OSTEOSARCOMA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_OSTEOSARCOMA_EXALLC.gz
C3_OTHER_SKIN_EXALLC	Other malignant neoplasms of skin (=non-melanoma skin cancer) (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	23503	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_OTHER_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_OTHER_SKIN_EXALLC.gz
C3_OVARY_ENDOMETROID_EXALLC	Endometroid carcinoma of ovary (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	273	201494	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_OVARY_ENDOMETROID_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_OVARY_ENDOMETROID_EXALLC.gz
C3_OVARY_EXALLC	Malignant neoplasm of ovary (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1436	201494	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_OVARY_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_OVARY_EXALLC.gz
C3_OVARY_GRANULOSA_EXALLC	Granulosa cell carcinoma of ovary (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	93	201494	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_OVARY_GRANULOSA_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_OVARY_GRANULOSA_EXALLC.gz
C3_OVARY_MUCINO_EXALLC	Mucinous and mucinous cystic tumor (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	141	201494	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_OVARY_MUCINO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_OVARY_MUCINO_EXALLC.gz
C3_OVARY_SEROUS_EXALLC	Serous carcinoma of ovary (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1016	201494	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_OVARY_SEROUS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_OVARY_SEROUS_EXALLC.gz
C3_PANCREAS_ADENO_DUCTAL_EXALLC	Adenocarcinoma and ductal carcinoma of pancreas (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1033	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_PANCREAS_ADENO_DUCTAL_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_PANCREAS_ADENO_DUCTAL_EXALLC.gz
C3_PANCREAS_EXALLC	Malignant neoplasm of pancreas (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1992	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_PANCREAS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_PANCREAS_EXALLC.gz
C3_PANCREAS_NEUROENDOCRINE_EXALLC	Neuroendocrine tumor and carcinoma of pancreas (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	169	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_PANCREAS_NEUROENDOCRINE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_PANCREAS_NEUROENDOCRINE_EXALLC.gz
C3_PAROTIDGLAND_EXALLC	Malignant neoplasm of parotid gland (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	239	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_PAROTIDGLAND_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_PAROTIDGLAND_EXALLC.gz
C3_PENIS_EXALLC	Malignant neoplasm of penis (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	105	143624	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_PENIS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_PENIS_EXALLC.gz
C3_PROSTATE_EXALLC	Malignant neoplasm of prostate (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	17258	143624	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_PROSTATE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_PROSTATE_EXALLC.gz
C3_RECTUM_ADENO	Adenocarcinoma and papilloma adenocarcinoma of rectum	II Neoplasms, from cancer register (ICD-O-3)	3194	450539	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_RECTUM_ADENO.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_RECTUM_ADENO.gz
C3_RECTUM_ADENO_MUCINO_EXALLC	Adenocarcinoma, papilloma adenocarcinoma and mucinous carcinomas of rectum (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3328	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_RECTUM_ADENO_MUCINO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_RECTUM_ADENO_MUCINO_EXALLC.gz
C3_RECTUM_EXALLC	Malignant neoplasm of rectum (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3213	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_RECTUM_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_RECTUM_EXALLC.gz
C3_RECTUM_NEUROENDOCRINE_EXALLC	Neuroendocrine tumor and carcinoma of rectum (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	110	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_RECTUM_NEUROENDOCRINE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_RECTUM_NEUROENDOCRINE_EXALLC.gz
C3_RENAL_PELVIS_EXALLC	Malignant neoplasm of renal pelvis (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	169	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_RENAL_PELVIS_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_RENAL_PELVIS_EXALLC.gz
C3_SCLC_EXALLC	Small cell lung cancer (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	855	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_SCLC_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_SCLC_EXALLC.gz
C3_SKIN_EXALLC	Malignant neoplasm of skin (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	27435	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_SKIN_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_SKIN_EXALLC.gz
C3_SMALL_INTESTINE_ADENO_EXALLC	Adenocarcinoma of small intestine (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	82	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_SMALL_INTESTINE_ADENO_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_SMALL_INTESTINE_ADENO_EXALLC.gz
C3_SMALL_INTESTINE_EXALLC	Malignant neoplasm of small intestine (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	658	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_SMALL_INTESTINE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_SMALL_INTESTINE_EXALLC.gz
C3_SMALL_INTESTINE_NEUROENDOCRINE_EXALLC	Neuroendocrine tumor and carcinoma of small intestine (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	410	345118	gs://finngen-public-data-r11/summary_stats/finngen_R11_C3_SMALL_INTESTINE_NEUROENDOCRINE_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_C3_SMALL_INTESTINE_NEUROENDOCRINE_EXALLC.gz
